video_path,relative_path,category,binary_label,binary_class,ethnicity,gender,identity,filename,split
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00330\00118.mp4,RealVideo-RealAudio\Caucasian (European)\women\id00330\00118.mp4,RealVideo-RealAudio,0,real,Caucasian (European),women,id00330,00118.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00071\00014_id00271_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id00071\00014_id00271_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id00071,00014_id00271_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00944\00135.mp4,RealVideo-RealAudio\African\men\id00944\00135.mp4,RealVideo-RealAudio,0,real,African,men,id00944,00135.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00100_sZ0Ex4WUEgM_id03556_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00100_sZ0Ex4WUEgM_id03556_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00381,00030_id00100_sZ0Ex4WUEgM_id03556_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06060\00219.mp4,RealVideo-RealAudio\Asian (East)\women\id06060\00219.mp4,RealVideo-RealAudio,0,real,Asian (East),women,id06060,00219.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id04219\00130_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id04219\00130_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id04219,00130_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id05332\00065.mp4,RealVideo-RealAudio\Asian (East)\men\id05332\00065.mp4,RealVideo-RealAudio,0,real,Asian (East),men,id05332,00065.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04774\00032_id06269_Jm9bEizIGBE_faceswap_id02493_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\men\id04774\00032_id06269_Jm9bEizIGBE_faceswap_id02493_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),men,id04774,00032_id06269_Jm9bEizIGBE_faceswap_id02493_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id00769\00015_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id00769\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id00769,00015_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00999\00028_id00358_vsVwGKy79kM.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00999\00028_id00358_vsVwGKy79kM.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00999,00028_id00358_vsVwGKy79kM.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id00417\00069_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id00417\00069_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id00417,00069_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00043\00135_id04564_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\women\id00043\00135_id04564_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),women,id00043,00135_id04564_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02586\00042_id04939_i4v2cXo9HIQ.mp4,FakeVideo-RealAudio\African\women\id02586\00042_id04939_i4v2cXo9HIQ.mp4,FakeVideo-RealAudio,1,fake,African,women,id02586,00042_id04939_i4v2cXo9HIQ.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id04939\00174.mp4,RealVideo-RealAudio\African\women\id04939\00174.mp4,RealVideo-RealAudio,0,real,African,women,id04939,00174.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01156\00078_id01102_aGFUkdgmo3A.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id01156\00078_id01102_aGFUkdgmo3A.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id01156,00078_id01102_aGFUkdgmo3A.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id06467\00010_id00740_Gn7jhAvAPaE.mp4,FakeVideo-RealAudio\Asian (East)\men\id06467\00010_id00740_Gn7jhAvAPaE.mp4,FakeVideo-RealAudio,1,fake,Asian (East),men,id06467,00010_id00740_Gn7jhAvAPaE.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id05920\00161_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id05920\00161_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id05920,00161_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00747\00053_id02310_zA-8Pw0SvZg_faceswap_id06437_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id00747\00053_id02310_zA-8Pw0SvZg_faceswap_id06437_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id00747,00053_id02310_zA-8Pw0SvZg_faceswap_id06437_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01052\00076_id00709_Rh23ELMGsIQ_faceswap.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id01052\00076_id00709_Rh23ELMGsIQ_faceswap.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id01052,00076_id00709_Rh23ELMGsIQ_faceswap.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07195\00186.mp4,RealVideo-RealAudio\Asian (South)\men\id07195\00186.mp4,RealVideo-RealAudio,0,real,Asian (South),men,id07195,00186.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00498\00014_id00241_DlI4wqSFwbI.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00498\00014_id00241_DlI4wqSFwbI.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00498,00014_id00241_DlI4wqSFwbI.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id04221\00053_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id04221\00053_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id04221,00053_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id00740\00015_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id00740\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id00740,00015_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id04736_wavtolip.mp4,FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id04736_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,women,id00359,00053_id01838_q_lUk55OrL0_faceswap_id04736_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id08457\00417_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id08457\00417_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id08457,00417_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id04073\00021_id00529_xtx2GeQN-DQ_id01210_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id04073\00021_id00529_xtx2GeQN-DQ_id01210_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id04073,00021_id00529_xtx2GeQN-DQ_id01210_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id04727\00007_fake.mp4,RealVideo-FakeAudio\African\men\id04727\00007_fake.mp4,RealVideo-FakeAudio,1,fake,African,men,id04727,00007_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id00049\00118_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id00049\00118_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id00049,00118_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00826\00065_id03716_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00826\00065_id03716_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00826,00065_id03716_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id02553\00043_id09053_6baCAGutGFg.mp4,FakeVideo-RealAudio\Asian (East)\men\id02553\00043_id09053_6baCAGutGFg.mp4,FakeVideo-RealAudio,1,fake,Asian (East),men,id02553,00043_id09053_6baCAGutGFg.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01201\00028.mp4,RealVideo-RealAudio\Caucasian (American)\men\id01201\00028.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id01201,00028.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id07182\00040_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id07182\00040_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id07182,00040_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00173\00118_id01691_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id00173\00118_id01691_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id00173,00118_id01691_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id02051\00015.mp4,RealVideo-RealAudio\African\men\id02051\00015.mp4,RealVideo-RealAudio,0,real,African,men,id02051,00015.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01192\00217_id00775_yeCUxHgUHxc_id01201_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id01192\00217_id00775_yeCUxHgUHxc_id01201_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id01192,00217_id00775_yeCUxHgUHxc_id01201_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id02617\00028.mp4,RealVideo-RealAudio\African\women\id02617\00028.mp4,RealVideo-RealAudio,0,real,African,women,id02617,00028.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id05844\00072_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id05844\00072_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id05844,00072_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id00971\00253.mp4,RealVideo-RealAudio\Caucasian (American)\men\id00971\00253.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id00971,00253.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01044\00336_id03525_5qVmWkkCk3k_id00243_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id01044\00336_id03525_5qVmWkkCk3k_id00243_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id01044,00336_id03525_5qVmWkkCk3k_id00243_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00243\00037_id01182_zca-PHR_U40_id03525_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id00243\00037_id01182_zca-PHR_U40_id03525_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id00243,00037_id01182_zca-PHR_U40_id03525_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00589\00130_id00591_1Jo8xElXQMs_id03620_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id00589\00130_id00591_1Jo8xElXQMs_id03620_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id00589,00130_id00591_1Jo8xElXQMs_id03620_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00253\00021_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00253\00021_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00253,00021_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id02342\00191_fake.mp4,RealVideo-FakeAudio\African\men\id02342\00191_fake.mp4,RealVideo-FakeAudio,1,fake,African,men,id02342,00191_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01236\00005.mp4,RealVideo-RealAudio\African\men\id01236\00005.mp4,RealVideo-RealAudio,0,real,African,men,id01236,00005.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06445\00150_id04530_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id06445\00150_id04530_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id06445,00150_id04530_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id06355\00347.mp4,RealVideo-RealAudio\Asian (South)\men\id06355\00347.mp4,RealVideo-RealAudio,0,real,Asian (South),men,id06355,00347.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00149\00284.mp4,RealVideo-RealAudio\Asian (South)\women\id00149\00284.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id00149,00284.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id02494\00050.mp4,RealVideo-RealAudio\African\men\id02494\00050.mp4,RealVideo-RealAudio,0,real,African,men,id02494,00050.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00618\00195_id01231_XXpYdOHUF-g.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id00618\00195_id01231_XXpYdOHUF-g.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id00618,00195_id01231_XXpYdOHUF-g.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01521\00109_id00987_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id01521\00109_id00987_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id01521,00109_id00987_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id03941\00021_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id03941\00021_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id03941,00021_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id03559\00023_id04070_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id03559\00023_id04070_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id03559,00023_id04070_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00428\00017.mp4,RealVideo-RealAudio\Caucasian (American)\women\id00428\00017.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id00428,00017.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id00149\00284_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id00149\00284_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id00149,00284_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04437\00002_id05235_wavtolip.mp4,FakeVideo-RealAudio\African\women\id04437\00002_id05235_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,women,id04437,00002_id05235_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00581\00010_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00581\00010_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00581,00010_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id07058\00010_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id07058\00010_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id07058,00010_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04490\00054_id00739_CT-6UmfLiU0_id06439_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id04490\00054_id00739_CT-6UmfLiU0_id06439_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id04490,00054_id00739_CT-6UmfLiU0_id06439_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06878\00001_id01683_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\men\id06878\00001_id01683_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),men,id06878,00001_id01683_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00043\00135.mp4,RealVideo-RealAudio\Asian (South)\women\id00043\00135.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id00043,00135.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00080\00281_id04070_F3CgrqRjcgw_id03815_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id00080\00281_id04070_F3CgrqRjcgw_id03815_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id00080,00281_id04070_F3CgrqRjcgw_id03815_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00033\00276_id00032_AQMDc6SKNXs_id00082_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\men\id00033\00276_id00032_AQMDc6SKNXs_id00082_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),men,id00033,00276_id00032_AQMDc6SKNXs_id00082_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id07686\00254_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id07686\00254_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id07686,00254_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01035\00012.mp4,RealVideo-RealAudio\Caucasian (American)\men\id01035\00012.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id01035,00012.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00495\00027_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00495\00027_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00495,00027_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01182\00167.mp4,RealVideo-RealAudio\Caucasian (American)\men\id01182\00167.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id01182,00167.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04529\00186_id07136_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\women\id04529\00186_id07136_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),women,id04529,00186_id07136_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id02619\00015_id05434_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id02619\00015_id05434_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id02619,00015_id05434_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id04526\00317_id07768_mD6x-0ihLOI_id07210_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\men\id04526\00317_id07768_mD6x-0ihLOI_id07210_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),men,id04526,00317_id07768_mD6x-0ihLOI_id07210_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07108\00412.mp4,RealVideo-RealAudio\Asian (South)\men\id07108\00412.mp4,RealVideo-RealAudio,0,real,Asian (South),men,id07108,00412.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00830\00143.mp4,RealVideo-RealAudio\African\men\id00830\00143.mp4,RealVideo-RealAudio,0,real,African,men,id00830,00143.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00919\00063_id02567_4Ao5jgpSXdw_id00519_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\men\id00919\00063_id02567_4Ao5jgpSXdw_id00519_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),men,id00919,00063_id02567_4Ao5jgpSXdw_id00519_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id03816\00093_id00491_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id03816\00093_id00491_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id03816,00093_id00491_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01105\00083_id00945_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id01105\00083_id00945_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id01105,00083_id00945_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id01026\00083.mp4,RealVideo-RealAudio\Asian (South)\women\id01026\00083.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id01026,00083.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id08139\00067_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id08139\00067_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id08139,00067_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01098\00044_id01052_Kf4nlIEHfaU.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id01098\00044_id01052_Kf4nlIEHfaU.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id01098,00044_id01052_Kf4nlIEHfaU.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id01231\00015.mp4,RealVideo-RealAudio\Caucasian (American)\women\id01231\00015.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id01231,00015.mp4,train
